dep,arr,fsc,zon,sum_nvols,sum_pax_fs,min_anmois,max_anmois,avg_nvols,avg_pax_fs,dep_,arr_,avg_pc15_d,avg_pc15_a,avg_retard_d,avg_retard_a,dep_apt_lat,dep_apt_long,arr_apt_lat,arr_apt_long
"ENZV","LFMN","MC","I",297,36741,200209,201708,0.1980,24.4940,"ENZV","LFMN",0.0,0.209,0.0,10.667,58.88,5.64,43.67,7.22
"ENZV","LFOB","MC","I",19,2641,200105,200308,0.0931,12.9461,(null),(null),(null),(null),(null),(null),58.88,5.64,49.45,2.11
"ENZV","LFPG","MC","I",1926,111473,199001,201510,0.7673,44.4116,"ENZV","LFPG",0.0,0.158,0.0,7.877,58.88,5.64,49.01,2.55
"ENZV","LFPO","MC","I",351,38047,199306,201008,0.2061,22.3412,(null),(null),(null),(null),(null),(null),58.88,5.64,48.72,2.38
"EPGD","LFOB","MC","I",842,120979,201001,201803,1.0486,150.6588,(null),(null),(null),(null),(null),(null),54.38,18.47,49.45,2.11
"EPKK","LFBI","MC","I",3,523,200502,200502,3.0000,523.0000,(null),(null),(null),(null),(null),(null),50.08,19.78,46.59,0.31
"EPKK","LFBT","MC","I",60,9977,201704,201710,8.5714,1425.2857,(null),(null),(null),(null),(null),(null),50.08,19.78,43.19,0.01
"EPKK","LFLL","MC","I",448,63389,200503,201803,0.3444,48.7233,"EPKK","LFLL",0.0,0.204,0.0,12.851,50.08,19.78,45.73,5.08
"EPKK","LFML","MC","I",43,7086,201711,201803,0.4624,76.1935,(null),(null),(null),(null),(null),(null),50.08,19.78,43.44,5.22
"EPKK","LFMN","MC","I",57,9639,200402,201802,0.0407,6.8801,(null),(null),(null),(null),(null),(null),50.08,19.78,43.67,7.22
"EPKK","LFOB","MC","I",1206,194607,201012,201803,1.5227,245.7159,"EPKK","LFOB",0.0,0.126,0.0,8.751,50.08,19.78,49.45,2.11
"EPKK","LFPG","MC","I",8436,790019,199109,201803,3.1302,293.1425,"EPKK","LFPG",0.0,0.203,0.0,13.959,50.08,19.78,49.01,2.55
"EPKK","LFPO","MC","I",1277,145069,200411,201006,2.1426,243.4044,(null),(null),(null),(null),(null),(null),50.08,19.78,48.72,2.38
"EPKK","LFQQ","MC","I",18,1116,200805,200806,9.0000,558.0000,(null),(null),(null),(null),(null),(null),50.08,19.78,50.56,3.09
"EPKK","LFRN","MC","I",3,531,200502,200502,3.0000,531.0000,(null),(null),(null),(null),(null),(null),50.08,19.78,48.07,-1.73
"EPKK","LFSB","MC","I",695,103471,201311,201803,1.4097,209.8803,"EPKK","LFSB",0.0,0.089,0.0,5.928,50.08,19.78,47.59,7.53
"EPKT","LFLS","MC","I",9,1168,201401,201403,3.0000,389.3333,(null),(null),(null),(null),(null),(null),50.47,19.08,45.36,5.33
"EPKT","LFOB","MC","I",2057,288025,200407,201710,1.5775,220.8781,"EPKT","LFOB",0.0,0.144,0.0,11.094,50.47,19.08,49.45,2.11
"EPKT","LFPG","MC","I",1010,26493,199505,200705,0.8410,22.0591,(null),(null),(null),(null),(null),(null),50.47,19.08,49.01,2.55
"EPLL","LFOB","MC","I",125,13846,200703,200801,1.2626,139.8586,(null),(null),(null),(null),(null),(null),51.72,19.4,49.45,2.11
"EPMO","LFBO","MC","I",145,22479,201611,201803,0.7513,116.4715,(null),(null),(null),(null),(null),(null),52.45,20.65,43.64,1.37
"EPMO","LFML","MC","I",125,21209,201310,201510,0.6219,105.5174,(null),(null),(null),(null),(null),(null),52.45,20.65,43.44,5.22
"EPMO","LFOB","MC","I",1457,239781,201207,201803,2.4405,401.6432,"EPMO","LFOB",0.0,0.125,0.0,7.519,52.45,20.65,49.45,2.11
"EPPO","LFLL","MC","I",8,1067,199801,199803,2.6667,355.6667,(null),(null),(null),(null),(null),(null),52.42,16.83,45.73,5.08
"EPPO","LFOB","MC","I",857,120138,200711,201803,0.7841,109.9158,(null),(null),(null),(null),(null),(null),52.42,16.83,49.45,2.11
"EPPO","LFPG","MC","I",4,839,200907,200907,4.0000,839.0000,(null),(null),(null),(null),(null),(null),52.42,16.83,49.01,2.55
"EPRZ","LFOB","MC","I",53,3272,201309,201409,0.5248,32.3960,(null),(null),(null),(null),(null),(null),50.11,22.02,49.45,2.11
"EPWA","LFLL","MC","I",2484,131372,199004,201803,0.8871,46.9186,"EPWA","LFLL",0.0,0.3,0.0,10.0,52.17,20.97,45.73,5.08
"EPWA","LFLS","MC","I",258,31579,200601,201803,0.2145,26.2502,(null),(null),(null),(null),(null),(null),52.17,20.97,45.36,5.33
"EPWA","LFML","MC","I",55,8296,201304,201309,9.1667,1382.6667,(null),(null),(null),(null),(null),(null),52.17,20.97,43.44,5.22
"EPWA","LFMN","MC","I",4781,222299,199506,201803,2.0805,96.7359,"EPWA","LFMN",0.0,0.106,0.0,5.481,52.17,20.97,43.67,7.22
"EPWA","LFOB","MC","I",2232,326877,200411,201710,1.7169,251.4438,"EPWA","LFOB",0.0,0.194,0.0,11.015,52.17,20.97,49.45,2.11
"EPWA","LFPG","MC","I",53138,4077260,199003,201803,18.9711,1455.6444,"EPWA","LFPG",0.0,0.208,0.0,10.423,52.17,20.97,49.01,2.55
"EPWA","LFPO","MC","I",1470,161231,199001,201510,0.5857,64.2355,"EPWA","LFPO",0.0,0.2,0.0,18.2,52.17,20.97,48.72,2.38
"EPWA","LFQQ","MC","I",121,8903,200701,200710,12.1000,890.3000,(null),(null),(null),(null),(null),(null),52.17,20.97,50.56,3.09
"EPWA","LFSB","MC","I",869,77879,200702,201803,0.7886,70.6706,"EPWA","LFSB",0.0,0.143,0.0,7.5,52.17,20.97,47.59,7.53
"EPWR","LFOB","MC","I",1590,228240,201001,201803,1.9801,284.2341,"EPWR","LFOB",0.0,0.101,0.0,5.491,51.1,16.89,49.45,2.11
"EPWR","LFPG","MC","I",117,8752,200404,201410,0.1162,8.6912,"EPWR","LFPG",0.0,0.059,0.0,4.46,51.1,16.89,49.01,2.55
"ESGG","LFBD","MC","I",5,553,199806,199806,5.0000,553.0000,(null),(null),(null),(null),(null),(null),57.66,12.29,44.83,-0.72
"ESGG","LFKB","MC","I",127,14714,200007,201007,0.1269,14.6993,(null),(null),(null),(null),(null),(null),57.66,12.29,42.55,9.48
"ESGG","LFKC","MC","I",24,2579,201209,201707,0.0481,5.1683,(null),(null),(null),(null),(null),(null),57.66,12.29,42.52,8.79
"ESGG","LFLB","MC","I",7,598,199902,199902,7.0000,598.0000,(null),(null),(null),(null),(null),(null),57.66,12.29,45.64,5.88
"ESGG","LFLL","MC","I",3510,107182,200404,201703,2.7000,82.4477,"ESGG","LFLL",0.0,0.08,0.0,4.885,57.66,12.29,45.73,5.08
"ESGG","LFLS","MC","I",142,18345,200103,201003,0.1576,20.3607,(null),(null),(null),(null),(null),(null),57.66,12.29,45.36,5.33
"ESGG","LFML","MC","I",512,68654,200405,201510,0.4629,62.0741,(null),(null),(null),(null),(null),(null),57.66,12.29,43.44,5.22
"ESGG","LFMN","MC","I",2206,217750,199006,201710,0.8155,80.4991,"ESGG","LFMN",0.0,0.126,0.0,8.465,57.66,12.29,43.67,7.22
"ESGG","LFOB","MC","I",523,45812,200204,201510,0.4002,35.0513,(null),(null),(null),(null),(null),(null),57.66,12.29,49.45,2.11
"ESGG","LFPG","MC","I",24091,1420641,199001,201803,8.5947,506.8288,"ESGG","LFPG",0.0,0.13,0.0,6.764,57.66,12.29,49.01,2.55
"ESGG","LFSB","MC","I",1389,46427,199904,200301,3.4899,116.6508,(null),(null),(null),(null),(null),(null),57.66,12.29,47.59,7.53
"ESGP","LFKB","MC","I",10,856,201107,201107,10.0000,856.0000,(null),(null),(null),(null),(null),(null),57.78,11.87,42.55,9.48
"ESGP","LFLL","MC","I",341,11838,201101,201112,28.4167,986.5000,(null),(null),(null),(null),(null),(null),57.78,11.87,45.73,5.08
"ESGP","LFLS","MC","I",14,1735,201101,201103,4.6667,578.3333,(null),(null),(null),(null),(null),(null),57.78,11.87,45.36,5.33
"ESGP","LFML","MC","I",215,27951,201104,201408,0.7049,91.6426,"ESGP","LFML",0.0,0.0,0.0,1.3,57.78,11.87,43.44,5.22
"ESGP","LFMN","MC","I",197,19613,201103,201112,19.7000,1961.3000,(null),(null),(null),(null),(null),(null),57.78,11.87,43.67,7.22
"ESGP","LFOB","MC","I",560,76991,201101,201411,1.8006,247.5595,"ESGP","LFOB",0.0,0.089,0.0,4.255,57.78,11.87,49.45,2.11
"ESGP","LFPG","MC","I",990,61550,201101,201112,82.5000,5129.1667,(null),(null),(null),(null),(null),(null),57.78,11.87,49.01,2.55
"ESKN","LFBZ","MC","I",346,52035,201104,201709,0.5710,85.8663,"ESKN","LFBZ",0.0,0.077,0.0,1.9,58.79,16.9,43.47,-1.53
"ESKN","LFLS","MC","I",26,3380,200802,201102,0.0864,11.2292,(null),(null),(null),(null),(null),(null),58.79,16.9,45.36,5.33
"ESKN","LFML","MC","I",642,89255,200705,201508,0.7985,111.0137,"ESKN","LFML",0.0,0.0,0.0,1.6,58.79,16.9,43.44,5.22
"ESKN","LFMU","MC","I",472,68647,201005,201710,0.6686,97.2337,(null),(null),(null),(null),(null),(null),58.79,16.9,43.32,3.35
"ESKN","LFOB","MC","I",6847,994470,200206,201803,4.2847,622.3217,"ESKN","LFOB",0.0,0.093,0.0,5.085,58.79,16.9,49.45,2.11
"ESKN","LFOK","MC","I",180,19931,201007,201210,0.8824,97.7010,(null),(null),(null),(null),(null),(null),58.79,16.9,48.77,4.21
"ESKN","LFPG","MC","I",2744,230976,199001,199112,24.5000,2062.2857,(null),(null),(null),(null),(null),(null),58.79,16.9,49.01,2.55
"ESKN","LFSB","MC","I",224,31304,200710,200910,1.1144,155.7413,(null),(null),(null),(null),(null),(null),58.79,16.9,47.59,7.53
"ESKN","LFTH","MC","I",52,7313,200905,200910,8.6667,1218.8333,(null),(null),(null),(null),(null),(null),58.79,16.9,43.1,6.15
"ESMS","LFKB","MC","I",5,543,200206,200206,5.0000,543.0000,(null),(null),(null),(null),(null),(null),55.55,13.35,42.55,9.48
"ESMS","LFLB","MC","I",39,3346,199902,200103,0.1931,16.5644,(null),(null),(null),(null),(null),(null),55.55,13.35,45.64,5.88
"ESMS","LFML","MC","I",117,13962,200702,200710,13.0000,1551.3333,(null),(null),(null),(null),(null),(null),55.55,13.35,43.44,5.22
"ESMS","LFMN","MC","I",271,27144,199005,200809,0.1501,15.0382,(null),(null),(null),(null),(null),(null),55.55,13.35,43.67,7.22
"ESMS","LFOB","MC","I",161,13134,200206,200211,26.8333,2189.0000,(null),(null),(null),(null),(null),(null),55.55,13.35,49.45,2.11
"ESMS","LFPG","MC","I",10,1416,199206,199612,0.0246,3.4791,(null),(null),(null),(null),(null),(null),55.55,13.35,49.01,2.55
"ESSA","LFBD","MC","I",290,37859,199110,201709,0.1115,14.5612,(null),(null),(null),(null),(null),(null),59.65,17.92,44.83,-0.72
"ESSA","LFBZ","MC","I",37,5342,201407,201707,0.1229,17.7475,"ESSA","LFBZ",0.0,0.3,0.0,12.4,59.65,17.92,43.47,-1.53
"ESSA","LFKB","MC","I",378,54754,199706,201709,0.1886,27.3224,(null),(null),(null),(null),(null),(null),59.65,17.92,42.55,9.48
"ESSA","LFKJ","MC","I",44,6137,201306,201507,0.2178,30.3812,(null),(null),(null),(null),(null),(null),59.65,17.92,41.92,8.8
"ESSA","LFLB","MC","I",29,2598,199703,199903,0.1443,12.9254,(null),(null),(null),(null),(null),(null),59.65,17.92,45.64,5.88
"ESSA","LFLL","MC","I",106,11505,199003,201803,0.0378,4.1075,(null),(null),(null),(null),(null),(null),59.65,17.92,45.73,5.08
"ESSA","LFLS","MC","I",446,58760,200001,201803,0.2474,32.5901,(null),(null),(null),(null),(null),(null),59.65,17.92,45.36,5.33
"ESSA","LFML","MC","I",10,1088,201708,201708,10.0000,1088.0000,"ESSA","LFML",0.0,0.1,0.0,3.1,59.65,17.92,43.44,5.22
"ESSA","LFMN","MC","I",10368,1349778,199001,201803,3.6989,481.5476,"ESSA","LFMN",0.0,0.139,0.0,7.157,59.65,17.92,43.67,7.22
"ESSA","LFMT","MC","I",13,2203,201706,201707,6.5000,1101.5000,(null),(null),(null),(null),(null),(null),59.65,17.92,43.58,3.96
"ESSA","LFOB","MC","I",309,39194,199004,200211,0.2558,32.4454,(null),(null),(null),(null),(null),(null),59.65,17.92,49.45,2.11
"ESSA","LFPG","MC","I",61149,5514682,199201,201803,23.4917,2118.5870,"ESSA","LFPG",0.0,0.158,0.0,8.161,59.65,17.92,49.01,2.55
"ESSA","LFPO","MC","I",2051,298781,199504,201803,0.8917,129.9048,"ESSA","LFPO",0.0,0.18,0.0,8.197,59.65,17.92,48.72,2.38
"ESSA","LFSB","MC","I",1574,64016,199812,201803,0.7902,32.1365,"ESSA","LFSB",0.0,0.104,0.0,5.6,59.65,17.92,47.59,7.53
"ESSA","LFTH","MC","I",5,574,200704,200704,5.0000,574.0000,(null),(null),(null),(null),(null),(null),59.65,17.92,43.1,6.15
"ESSQ","LFBZ","MC","I",6,678,199806,199806,6.0000,678.0000,(null),(null),(null),(null),(null),(null),59.44,13.34,43.47,-1.53
"ETNL","LFPG","MC","I",9,1179,201507,201508,4.5000,589.5000,(null),(null),(null),(null),(null),(null),53.92,12.28,49.01,2.55
"ETSI","LFML","MC","I",834,18477,200603,200907,2.7344,60.5803,(null),(null),(null),(null),(null),(null),48.72,11.53,43.44,5.22
"EVRA","LFLL","MC","I",4,689,201801,201801,4.0000,689.0000,(null),(null),(null),(null),(null),(null),56.92,23.97,45.73,5.08
"EVRA","LFMN","MC","I",1156,92340,200805,201710,1.2759,101.9205,"EVRA","LFMN",0.0,0.086,0.0,4.773,56.92,23.97,43.67,7.22
"EVRA","LFOB","MC","I",172,24748,201406,201511,1.6226,233.4717,"EVRA","LFOB",0.0,0.179,0.0,5.6,56.92,23.97,49.45,2.11
"EVRA","LFPG","MC","I",5394,549104,199612,201803,2.4608,250.5036,"EVRA","LFPG",0.0,0.134,0.0,6.291,56.92,23.97,49.01,2.55
"EYKA","LFMN","MC","I",10,1680,201707,201708,5.0000,840.0000,(null),(null),(null),(null),(null),(null),54.96,24.08,43.67,7.22
"EYKA","LFOB","MC","I",314,47211,201005,201203,1.5779,237.2412,"EYKA","LFOB",0.0,0.059,0.0,3.3,54.96,24.08,49.45,2.11
"EYKA","LFPG","MC","I",20,1977,201707,201708,10.0000,988.5000,"EYKA","LFPG",0.0,0.4,0.0,17.35,54.96,24.08,49.01,2.55
"EYVI","LFLL","MC","I",4,749,201801,201801,4.0000,749.0000,(null),(null),(null),(null),(null),(null),54.64,25.29,45.73,5.08
"EYVI","LFLS","MC","I",9,1187,201802,201803,4.5000,593.5000,(null),(null),(null),(null),(null),(null),54.64,25.29,45.36,5.33
"EYVI","LFMN","MC","I",170,25982,201608,201803,0.8673,132.5612,"EYVI","LFMN",0.0,0.0,0.0,3.5,54.64,25.29,43.67,7.22
"EYVI","LFOB","MC","I",1631,259740,201203,201803,2.7138,432.1797,"EYVI","LFOB",0.0,0.156,0.0,8.514,54.64,25.29,49.45,2.11
"EYVI","LFPG","MC","I",2801,169807,199305,201803,1.1208,67.9500,"EYVI","LFPG",0.0,0.135,0.0,9.148,54.64,25.29,49.01,2.55
"FACT","LFPG","LC","I",690,186742,201111,201803,0.9957,269.4690,"FACT","LFPG",0.0,0.183,0.0,10.136,-33.97,18.6,49.01,2.55
"FAOR","LFML","LC","I",6,1654,199410,201611,0.0027,0.7511,(null),(null),(null),(null),(null),(null),-26.14,28.25,43.44,5.22
"FAOR","LFMN","LC","I",29,8264,199103,199902,0.0363,10.3300,(null),(null),(null),(null),(null),(null),-26.14,28.25,43.67,7.22
"FAOR","LFPG","LC","I",10530,3156099,199202,201803,4.0469,1212.9512,"FAOR","LFPG",0.0,0.122,0.0,9.657,-26.14,28.25,49.01,2.55
"FAOR","LFPO","LC","I",297,46926,199003,199603,0.4942,78.0799,(null),(null),(null),(null),(null),(null),-26.14,28.25,48.72,2.38
"FBNW","LFPG","LC","I",10,2070,199203,199207,2.0000,414.0000,(null),(null),(null),(null),(null),(null),-24.75,25.92,49.01,2.55
"FCBB","LFMN","LC","I",20,4341,199204,199210,2.8571,620.1429,(null),(null),(null),(null),(null),(null),-4.26,15.25,43.67,7.22
"FCBB","LFPG","LC","I",4031,586000,199001,201803,1.4381,209.0617,"FCBB","LFPG",0.0,0.284,0.0,19.7,-4.26,15.25,49.01,2.55
"FCPP","LFPG","LC","I",3259,425279,200402,201803,2.3245,303.3374,"FCPP","LFPG",0.0,0.072,0.0,6.181,-4.81,11.89,49.01,2.55
"FEFF","LFPG","LC","I",956,159123,199001,201303,0.4151,69.0938,(null),(null),(null),(null),(null),(null),4.4,18.52,49.01,2.55
"FGSL","LFPG","LC","I",1901,107438,200412,201204,2.3972,135.4830,"FGSL","LFPG",0.0,0.063,0.0,3.525,3.76,8.71,49.01,2.55
"FIMP","LFLL","LC","I",240,115867,200611,201108,0.4819,232.6647,(null),(null),(null),(null),(null),(null),-20.43,57.68,45.73,5.08
"FIMP","LFML","LC","I",53,25223,200111,201104,0.0533,25.3753,(null),(null),(null),(null),(null),(null),-20.43,57.68,43.44,5.22
"FIMP","LFPG","LC","I",14083,4326809,199403,201803,5.8655,1802.0862,"FIMP","LFPG",0.0,0.164,0.0,9.384,-20.43,57.68,49.01,2.55
"FIMP","LFPO","LC","I",1343,430566,199001,201803,0.4791,153.6090,"FIMP","LFPO",0.0,0.247,0.0,18.141,-20.43,57.68,48.72,2.38
"FKKD","LFML","LC","I",74,16349,199001,199209,0.3541,78.2249,(null),(null),(null),(null),(null),(null),4.01,9.71,43.44,5.22
"FKKD","LFPG","LC","I",11553,2028847,199001,201803,4.1217,723.8127,"FKKD","LFPG",0.0,0.386,0.0,21.325,4.01,9.71,49.01,2.55
"FKKD","LFPO","LC","I",361,61013,199001,199305,1.1836,200.0426,(null),(null),(null),(null),(null),(null),4.01,9.71,48.72,2.38
"FKKR","LFPG","LC","I",61,9593,199306,200511,0.0506,7.9544,(null),(null),(null),(null),(null),(null),9.34,13.38,49.01,2.55
"FKKR","LFPO","LC","I",78,13452,199001,199305,0.2557,44.1049,(null),(null),(null),(null),(null),(null),9.34,13.38,48.72,2.38
"FKYS","LFPG","LC","I",1874,368203,200907,201803,2.0892,410.4827,"FKYS","LFPG",0.0,0.377,0.0,28.333,3.72,11.55,49.01,2.55
"FLKK","LFPG","LC","I",76,16552,199203,199403,0.3781,82.3483,(null),(null),(null),(null),(null),(null),-15.33,28.46,49.01,2.55
"FMCH","LFML","LC","I",13,2742,201408,201409,6.5000,1371.0000,(null),(null),(null),(null),(null),(null),-11.54,43.27,43.44,5.22
"FMCN","LFML","LC","I",64,21397,199304,200509,0.0531,17.7421,(null),(null),(null),(null),(null),(null),-11.71,43.25,43.44,5.22
"FMCN","LFPG","LC","I",34,13037,199604,199701,0.3469,133.0306,(null),(null),(null),(null),(null),(null),-11.71,43.25,49.01,2.55
"FMCN","LFPO","LC","I",59,20286,199701,200411,0.0830,28.5316,(null),(null),(null),(null),(null),(null),-11.71,43.25,48.72,2.38
"FMCZ","LFML","LC","O",2,718,201509,201509,2.0000,718.0000,(null),(null),(null),(null),(null),(null),-12.81,45.28,43.44,5.22
"FMCZ","LFPG","LC","O",111,27185,201407,201709,0.3663,89.7195,"FMCZ","LFPG",0.184,0.254,8.68,15.96,-12.81,45.28,49.01,2.55
"FMCZ","LFPO","LC","O",159,20873,200901,201301,0.3965,52.0524,(null),(null),(null),(null),(null),(null),-12.81,45.28,48.72,2.38
"FMEE","LFBD","LC","O",123,35134,199107,201203,0.0587,16.7544,(null),(null),(null),(null),(null),(null),-20.89,55.52,44.83,-0.72
"FMEE","LFBO","LC","O",643,197650,199312,201802,0.2581,79.3456,(null),(null),(null),(null),(null),(null),-20.89,55.52,43.64,1.37
"FMEE","LFKB","LC","O",7,3654,200011,200509,0.0140,7.3226,(null),(null),(null),(null),(null),(null),-20.89,55.52,42.55,9.48
"FMEE","LFLL","LC","O",1363,430408,199012,201803,0.4882,154.1576,"FMEE","LFLL",0.0,0.0,1.8,2.4,-20.89,55.52,45.73,5.08
"FMEE","LFML","LC","O",3688,1172898,199001,201803,1.3157,418.4438,"FMEE","LFML",0.232,0.203,17.454,11.204,-20.89,55.52,43.44,5.22
"FMEE","LFMN","LC","O",5,1646,199407,199408,2.5000,823.0000,(null),(null),(null),(null),(null),(null),-20.89,55.52,43.67,7.22
"FMEE","LFPG","LC","O",8211,2866373,199001,201803,2.9294,1022.6090,"FMEE","LFPG",0.315,0.379,16.177,17.856,-20.89,55.52,49.01,2.55
"FMEE","LFPO","LC","O",20451,7500943,199001,201803,7.2961,2676.0410,"FMEE","LFPO",0.175,0.21,14.507,12.569,-20.89,55.52,48.72,2.38
"FMEE","LFRS","LC","O",42,14653,200911,201010,0.4200,146.5300,(null),(null),(null),(null),(null),(null),-20.89,55.52,47.16,-1.61
"FMEE","LFSB","LC","O",32,8439,199412,199601,0.1684,44.4158,(null),(null),(null),(null),(null),(null),-20.89,55.52,47.59,7.53
"FMMI","LFKB","LC","I",1,566,200008,200008,1.0000,566.0000,(null),(null),(null),(null),(null),(null),-18.8,47.48,42.55,9.48
"FMMI","LFML","LC","I",557,117302,199507,201803,0.2425,51.0675,(null),(null),(null),(null),(null),(null),-18.8,47.48,43.44,5.22
"FMMI","LFPG","LC","I",6476,1541754,199508,201803,2.8206,671.4956,"FMMI","LFPG",0.0,0.457,0.0,32.964,-18.8,47.48,49.01,2.55
"FMMI","LFPO","LC","I",1576,501939,199611,201801,0.7193,229.0913,"FMMI","LFPO",0.0,0.576,0.0,32.652,-18.8,47.48,48.72,2.38
"FMMI","LFQQ","LC","I",5,906,199310,199310,5.0000,906.0000,(null),(null),(null),(null),(null),(null),-18.8,47.48,50.56,3.09
"FMNN","LFPG","LC","I",88,17550,200908,201108,0.4378,87.3134,(null),(null),(null),(null),(null),(null),-13.32,48.31,49.01,2.55
"FMNN","LFPO","LC","I",113,31374,200711,201004,0.3844,106.7143,(null),(null),(null),(null),(null),(null),-13.32,48.31,48.72,2.38
"FNLU","LFPG","LC","I",3041,624096,199001,201803,1.0849,222.6529,"FNLU","LFPG",0.0,0.103,0.0,7.565,-8.86,13.23,49.01,2.55
"FOOL","LFML","LC","I",897,178267,199001,201009,0.4465,88.7342,(null),(null),(null),(null),(null),(null),0.46,9.41,43.44,5.22
"FOOL","LFMN","LC","I",486,88220,199001,200109,0.4382,79.5491,(null),(null),(null),(null),(null),(null),0.46,9.41,43.67,7.22
"FOOL","LFPG","LC","I",6991,1287386,199001,201803,2.4941,459.2886,"FOOL","LFPG",0.0,0.114,0.0,5.778,0.46,9.41,49.01,2.55
"FOOL","LFPO","LC","I",1,524,199808,199808,1.0000,524.0000,(null),(null),(null),(null),(null),(null),0.46,9.41,48.72,2.38
"FQMA","LFPG","LC","I",67,8532,199007,199408,0.1667,21.2239,(null),(null),(null),(null),(null),(null),-25.92,32.57,49.01,2.55
"FSIA","LFML","LC","I",5,1418,199409,199410,2.5000,709.0000,(null),(null),(null),(null),(null),(null),-4.67,55.52,43.44,5.22
"FSIA","LFPG","LC","I",5406,1215938,199001,201803,1.9286,433.7988,"FSIA","LFPG",0.0,0.332,0.0,26.664,-4.67,55.52,49.01,2.55
"FSIA","LFPO","LC","I",13,3153,199409,199604,0.0663,16.0867,(null),(null),(null),(null),(null),(null),-4.67,55.52,48.72,2.38
"FTTJ","LFBO","LC","I",1,522,199010,199010,1.0000,522.0000,(null),(null),(null),(null),(null),(null),12.13,15.02,43.64,1.37
"FTTJ","LFML","LC","I",2,904,199012,199012,2.0000,904.0000,(null),(null),(null),(null),(null),(null),12.13,15.02,43.44,5.22
"FTTJ","LFPG","LC","I",5901,676158,199001,201803,2.1052,241.2265,"FTTJ","LFPG",0.0,0.197,0.0,24.29,12.13,15.02,49.01,2.55
"FVCP","LFPG","LC","I",292,70958,199511,199901,0.7468,181.4783,(null),(null),(null),(null),(null),(null),-17.75,30.92,49.01,2.55
"FWHQ","LFPG","LC","I",26,6171,199201,199210,2.6000,617.1000,(null),(null),(null),(null),(null),(null),-13.97,33.7,49.01,2.55
"FWKI","LFPG","LC","I",52,11134,199011,199112,0.5098,109.1569,(null),(null),(null),(null),(null),(null),-13.79,33.78,49.01,2.55
"FYWE","LFPG","LC","I",122,24551,199211,199503,0.4164,83.7918,(null),(null),(null),(null),(null),(null),-22.61,17.08,49.01,2.55
"FZAA","LFMN","LC","I",22,4584,199012,199112,0.2178,45.3861,(null),(null),(null),(null),(null),(null),-4.38,15.45,43.67,7.22
"FZAA","LFPG","LC","I",2903,465892,199001,201803,1.0357,166.2119,"FZAA","LFPG",0.0,0.247,0.0,14.39,-4.38,15.45,49.01,2.55
"GABS","LFLL","LC","I",132,21559,199101,199409,0.4272,69.7702,(null),(null),(null),(null),(null),(null),12.54,-7.94,45.73,5.08
"GABS","LFML","LC","I",324,50047,199001,201001,0.1619,25.0110,(null),(null),(null),(null),(null),(null),12.54,-7.94,43.44,5.22
"GABS","LFPG","LC","I",8646,1491627,199001,201803,3.0846,532.1538,"GABS","LFPG",0.0,0.362,0.0,20.843,12.54,-7.94,49.01,2.55
"GABS","LFPO","LC","I",1772,165171,199703,201803,0.8434,78.6154,"GABS","LFPO",0.0,0.595,0.0,44.423,12.54,-7.94,48.72,2.38
"GAGO","LFML","LC","I",12,1635,200202,200601,0.0300,4.0875,(null),(null),(null),(null),(null),(null),16.25,-0.01,43.44,5.22
"GAGO","LFPO","LC","I",9,1198,200101,200102,4.5000,599.0000,(null),(null),(null),(null),(null),(null),16.25,-0.01,48.72,2.38
"GAMB","LFML","LC","I",63,10838,200301,200802,0.1255,21.5896,(null),(null),(null),(null),(null),(null),14.51,-4.08,43.44,5.22
"GAMB","LFPG","LC","I",24,4074,200811,201003,0.1244,21.1088,(null),(null),(null),(null),(null),(null),14.51,-4.08,49.01,2.55
"GAMB","LFPO","LC","I",4,522,200512,200512,4.0000,522.0000,(null),(null),(null),(null),(null),(null),14.51,-4.08,48.72,2.38
"GBYD","LFPO","LC","I",18,3467,199001,199004,4.5000,866.7500,(null),(null),(null),(null),(null),(null),13.34,-16.66,48.72,2.38
"GCFV","LFBD","MC","I",101,14761,201206,201803,0.1689,24.6839,"GCFV","LFBD",0.0,0.0,0.0,1.0,28.45,-13.86,44.83,-0.72
"GCFV","LFBO","MC","I",304,42059,200904,201803,0.3378,46.7322,(null),(null),(null),(null),(null),(null),28.45,-13.86,43.64,1.37
"GCFV","LFLL","MC","I",791,129784,200803,201803,0.7902,129.6543,(null),(null),(null),(null),(null),(null),28.45,-13.86,45.73,5.08
"GCFV","LFML","MC","I",58,8532,201108,201704,0.0972,14.2915,(null),(null),(null),(null),(null),(null),28.45,-13.86,43.44,5.22
"GCFV","LFPG","MC","I",3041,497594,200505,201803,2.3410,383.0593,"GCFV","LFPG",0.0,0.166,0.0,11.012,28.45,-13.86,49.01,2.55
"GCFV","LFPO","MC","I",571,92487,200604,201610,0.5670,91.8441,"GCFV","LFPO",0.0,0.193,0.0,9.329,28.45,-13.86,48.72,2.38
"GCFV","LFQQ","MC","I",309,46423,201404,201710,1.0065,151.2150,(null),(null),(null),(null),(null),(null),28.45,-13.86,50.56,3.09
